TimeStamp,User,Message
"['02/11/16, 01:28']",['- Jagannath'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['02/11/16, 01:29']",['- Fruit'],"["": So he was like u don't have any crushes Kya ?""]"
"['02/11/16, 01:29']",['- Fruit'],[': I msgd ya I had and still have']
"['02/11/16, 01:29']",['- Jagannath'],"["": Now I'll message him, tu mere liye padlena plis""]"
"['02/11/16, 01:29']",['- Jagannath'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['02/11/16, 01:29']",['- Fruit'],[': No no']
"['02/11/16, 01:29']",['- Fruit'],[': I did this in Nitya phone']
"['02/11/16, 01:29']",['- Jagannath'],"["": Sett it'll be \xf0\x9f\x98\x82\xf0\x9f\x98\x82""]"
"['02/11/16, 01:29']",['- Fruit'],[': Agn it will be bad rey']
"['02/11/16, 01:30']",['- Fruit'],[': Like vad feel avtadu like she is using me and making fun of me ani feel avtadu']
"['02/11/16, 01:30']",['- Jagannath'],[': Haan yeah']
"['02/11/16, 01:30']",['- Fruit'],[': So continuation']
"['02/11/16, 01:30']",['- Fruit'],[': Different or same person']
"['02/11/16, 01:31']",['- Fruit'],[': I said different rey']
"['02/11/16, 01:31']",['- Fruit'],[': He was like apna colg Kya ?']
"['02/11/16, 01:31']",['- Fruit'],[': Ya same colg ani petta']
"['02/11/16, 01:31']",['- Fruit'],[': OK let me think annadu']
"['02/11/16, 01:31']",['- Fruit'],[': Then after 5 min']
"['02/11/16, 01:31']",['- Fruit'],[': Dheeraj ']
[],[],[]
[],[],[]
[],[],[]
"['02/11/16, 01:32']",['- Fruit'],[': In me se ek ki hoga Na tera crush ani']
"['02/11/16, 01:32']",['- Fruit'],[': Kyu in mese ani adga']
"['02/11/16, 01:32']",['- Fruit'],[': Kyu ke ye log he popular he isliye']
"['02/11/16, 01:32']",['- Jagannath'],[': Wtf \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['02/11/16, 01:33']",['- Fruit'],[': I was like u are also 1 of the popular person']
"['02/11/16, 01:33']",['- Fruit'],[': I am not popular in girls ani annadu']
"['02/11/16, 01:33']",['- Jagannath'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['02/11/16, 01:33']",['- Fruit'],[': No no Sid u are very popular in girls and also in whole colg u r popular']
"['02/11/16, 01:33']",['- Fruit'],[': Actually u r the 1st hero of the class']
"['02/11/16, 01:34']",['- Jagannath'],[': \xf0\x9f\x98\x82']
"['02/11/16, 01:34']",['- Jagannath'],[': Enduku ra']
"['02/11/16, 01:34']",['- Jagannath'],"["": He'll think off something now \xf0\x9f\x98\x82\xf0\x9f\x98\x82""]"
"['02/11/16, 01:34']",['- Fruit'],[': Tarif sahi nai he par sun ne ko aacha he anta']
"['02/11/16, 01:35']",['- Jagannath'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['02/11/16, 01:35']",['- Fruit'],[': \xf0\x9f\x98\x82']
"['02/11/16, 01:35']",['- Fruit'],[': Inka aapesa danto']
"['02/11/16, 01:35']",['- Fruit'],[': Malli ekuva cheyadu ani']
"['02/11/16, 01:36']",['- Jagannath'],[': Yeah \xf0\x9f\x98\x82']
"['02/11/16, 01:36']",['- Fruit'],[': Hmm']
"['02/11/16, 01:36']",['- Fruit'],[': So Inka elpoyam intiki']
"['02/11/16, 01:36']",['- Jagannath'],[': Where did you study']
"['02/11/16, 01:37']",['- Fruit'],[': Nitya frnd undi ga ritika Dani intlo banjarahills lo']
"['02/11/16, 01:37']",['- Fruit'],[': Full crazy pedda illu']
"['02/11/16, 01:37']",['- Jagannath'],[': Oho']
"['02/11/16, 01:37']",['- Jagannath'],[': Sound party anmata']
"['02/11/16, 01:37']",['- Fruit'],[': Nak asal elali ani lekunde']
"['02/11/16, 01:37']",['- Fruit'],[': Idi full champindi podam ani']
"['02/11/16, 01:38']",['- Jagannath'],[': Bike lo?']
"['02/11/16, 01:38']",['- Fruit'],[': Ya']
"['02/11/16, 01:38']",['- Jagannath'],[': Hmm']
"['02/11/16, 01:38']",['- Fruit'],[': Hmm']
"['02/11/16, 01:39']",['- Fruit'],"["": Bag unde madyalo u don't think something else now""]"
"['02/11/16, 01:39']",['- Jagannath'],[': Ok']
"['02/11/16, 01:39']",['- Fruit'],"["": It's k""]"
"['02/11/16, 01:40']",['- Fruit'],[': Asal Siddarth ki dorkindi kada ani rechipotunad full']
"['02/11/16, 01:40']",['- Fruit'],[': Real character baitaki ostondi \xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['02/11/16, 01:41']",['- Jagannath'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['02/11/16, 01:42']",['- Fruit'],[': Tomorrow going??']
"['02/11/16, 01:42']",['- Jagannath'],[': No bro']
"['02/11/16, 01:42']",['- Fruit'],[': Goood bro']
"['02/11/16, 01:43']",['- Fruit'],[': Sleeping agn??']
"['02/11/16, 01:53']",['- Jagannath'],[': No']
"['02/11/16, 01:53']",['- Jagannath'],[': Not sleepy']
"['02/11/16, 08:17']",['- Fruit'],[': Then what did u do?']
"['02/11/16, 08:24']",['- Jagannath'],[': Slept \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['02/11/16, 08:28']",['- Jagannath'],[': <Media omitted>']
"['02/11/16, 08:28']",['- Jagannath'],[': Call 911 and fix my sem? How drunk was I \xf0\x9f\x98\x82']
"['02/11/16, 08:28']",['- Fruit'],[': What happened to you idiot']
"['02/11/16, 08:30']",['- Jagannath'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['02/11/16, 08:30']",['- Fruit'],[': \xf0\x9f\x99\x84']
"['02/11/16, 09:23']",['- Jagannath'],[': <Media omitted>']
"['02/11/16, 09:26']",['- Fruit'],"["": Fuck I'm colourblind""]"
"['02/11/16, 09:27']",['- Jagannath'],"["": I can't read it .-.""]"
"['02/11/16, 09:41']",['- Fruit'],[': This is written inside it']
"['02/11/16, 09:41']",['- Jagannath'],[': Faaaak']
"['02/11/16, 09:42']",['- Fruit'],[': Yaaa']
"['02/11/16, 20:58']",['- Fruit'],[': ']
"['02/11/16, 21:51']",['- Jagannath'],[': Whom did Vijay find pretty from our class during sudheer?']
"['02/11/16, 21:51']",['- Jagannath'],[': Sudheer*']
"['02/11/16, 21:51']",['- Jagannath'],[': Sudhee*']
"['02/11/16, 22:03']",['- Fruit'],[': <Media omitted>']
"['02/11/16, 22:04']",['- Fruit'],[': 2nd from right I think']
"['02/11/16, 22:04']",['- Jagannath'],[': This one aa']
"['02/11/16, 22:04']",['- Fruit'],[': I think s o']
"['02/11/16, 22:05']",['- Jagannath'],[': It 2']
"['02/11/16, 22:05']",['- Fruit'],[': Yaa']
"['02/11/16, 22:07']",['- Jagannath'],[': https://m.facebook.com/story.php?story_fbid=1189490974422836&substory_index=1&id=1702192884']
"['02/11/16, 22:07']",['- Fruit'],[': Content cannot be displayed ani ostondi']
"['02/11/16, 22:07']",['- Jagannath'],[': Open']
"['02/11/16, 22:07']",['- Jagannath'],"["": It'll come""]"
"['02/11/16, 22:08']",['- Fruit'],[': Cannot be displayed rite now anta']
"['02/11/16, 22:09']",['- Jagannath'],[': Ee wtf']
"['02/11/16, 22:09']",['- Fruit'],[': ?']
"['02/11/16, 22:10']",['- Fruit'],[': Em undi danlo?']
"['02/11/16, 22:10']",['- Jagannath'],[': Tagged you']
"['02/11/16, 22:10']",['- Jagannath'],[': Go listen']
"['02/11/16, 22:11']",['- Fruit'],[': Ya']
"['02/11/16, 22:11']",['- Fruit'],[': Goattt']
"['02/11/16, 22:11']",['- Fruit'],[': Beat']
"['02/11/16, 22:11']",['- Jagannath'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['02/11/16, 22:12']",['- Fruit'],[': Is so sett']
"['02/11/16, 22:21']",['- Jagannath'],[': <Media omitted>']
"['02/11/16, 22:22']",['- Fruit'],[': Ejactly']
"['03/11/16, 17:37']",['- Fruit'],[': Broo']
"['03/11/16, 17:38']",['- Jagannath'],[': Lab time table']
"['03/11/16, 17:38']",['- Jagannath'],[': Sett life']
"['03/11/16, 17:38']",['- Fruit'],[': U saw ?']
"['03/11/16, 17:38']",['- Jagannath'],[': 16th and 18th']
"['03/11/16, 17:38']",['- Fruit'],[': 17 and 18']
"['03/11/16, 17:39']",['- Jagannath'],[': One week we have after Internals']
"['03/11/16, 17:39']",['- Jagannath'],[': And 10 days for theory after lab']
"['03/11/16, 17:39']",['- Fruit'],[': Yaa']
"['03/11/16, 17:39']",['- Fruit'],[': My bros engagement 17']
"['03/11/16, 17:40']",['- Jagannath'],[': Ayyo']
"['03/11/16, 17:39']",['- Fruit'],[': 18 ki be']
"['03/11/16, 17:40']",['- Jagannath'],[': Next day be']
"['03/11/16, 17:40']",['- Fruit'],[': Yaa\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['03/11/16, 17:40']",['- Jagannath'],[': Gattiga chaduvu']
"['03/11/16, 17:40']",['- Fruit'],[': Ya be fucked up only']
"['03/11/16, 17:40']",['- Fruit'],[': And that old idiot will be there']
"['03/11/16, 17:41']",['- Jagannath'],[': \xe2\x98\xb9\xe2\x98\xb9']
"['03/11/16, 17:43']",['- Fruit'],[': Yaa']
"['03/11/16, 17:43']",['- Fruit'],[': Sadvali munde mottam']
"['03/11/16, 17:45']",['- Fruit'],[': Bro']
"['03/11/16, 17:45']",['- Fruit'],[': Mine ds is on 16']
"['03/11/16, 17:45']",['- Fruit'],[': Not 17']
"['03/11/16, 17:45']",['- Fruit'],[': \xf0\x9f\x98\x82']
"['03/11/16, 17:49']",['- Jagannath'],[': Then us both same']
"['03/11/16, 18:01']",['- Fruit'],[': Yo']
"['03/11/16, 18:01']",['- Jagannath'],[': I feel different today']
"['03/11/16, 18:01']",['- Fruit'],[': Like ??']
"['03/11/16, 18:01']",['- Jagannath'],[': Idk just different than usual']
"['03/11/16, 18:02']",['- Jagannath'],[': Maybe in a better way']
"['03/11/16, 18:02']",['- Fruit'],[': Y ?']
"['03/11/16, 18:02']",['- Jagannath'],[': No idea']
"['03/11/16, 18:02']",['- Fruit'],"["": Hmm that's good""]"
"['03/11/16, 18:02']",['- Jagannath'],[': But I have to STUDY DELD \xf0\x9f\x98\x82']
"['03/11/16, 18:02']",['- Fruit'],[': Yaaaaa']
"['03/11/16, 18:42']",['- Jagannath'],[': Rey your ds is 17 only']
"['03/11/16, 18:42']",['- Jagannath'],"["": You're batch 5 no?""]"
"['03/11/16, 18:48']",['- Fruit'],[': Ds ki batches different']
"['03/11/16, 18:50']",['- Jagannath'],[': \xf0\x9f\x99\x84']
"['03/11/16, 18:51']",['- Jagannath'],[': Oh yeab']
"['03/11/16, 18:53']",['- Fruit'],[': Yaa']
"['03/11/16, 18:53']",['- Fruit'],[': \xf0\x9f\x98\x82']
"['05/11/16, 17:49']",['- Jagannath'],[': Rey']
"['05/11/16, 17:49']",['- Jagannath'],[': 5 marks ki rasava?']
"['05/11/16, 17:50']",['- Fruit'],[': Yaa 5 marks ke']
"['05/11/16, 17:50']",['- Jagannath'],[': Seriously?']
"['05/11/16, 18:10']",['- Fruit'],[': Yup']
"['05/11/16, 18:10']",['- Fruit'],[': \xf0\x9f\x98\x82']
"['05/11/16, 18:16']",['- Jagannath'],[': edni ra']
"['05/11/16, 18:16']",['- Jagannath'],[': chandu 8.5 anta']
"['05/11/16, 20:28']",['- Fruit'],[': Yaa \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['06/11/16, 02:37']",['- Jagannath'],[': There?']
"['06/11/16, 07:29']",['- Fruit'],[': Yo']
"['06/11/16, 07:29']",['- Fruit'],[': Was there']
"['06/11/16, 07:29']",['- Jagannath'],[': i flipped out last night']
"['06/11/16, 07:29']",['- Jagannath'],[': things with anjana ended very bad']
"['06/11/16, 07:30']",['- Fruit'],[': Till 2:20']
"['06/11/16, 07:31']",['- Jagannath'],[': 2:50']
"['06/11/16, 07:31']",['- Fruit'],[': Haaaa wtf did u jus do??']
"['06/11/16, 07:31']",['- Fruit'],[': Tell']
"['06/11/16, 07:31']",['- Jagannath'],[': <Media omitted>']
"['06/11/16, 07:31']",['- Jagannath'],"["": Tell me, you don't want me to disturb you anymore, I won't. I'm sorry I did not know I was this wrong. Tell me if it is going to make things any easier for you and I will disappear.""]"
"['06/11/16, 07:32']",['- Jagannath'],[': see^']
"['06/11/16, 07:36']",['- Fruit'],[': U told this ???']
"['06/11/16, 07:36']",['- Jagannath'],[': she told']
"['06/11/16, 07:37']",['- Fruit'],[': This hurtsss reallll baddddd']
"['06/11/16, 07:37']",['- Fruit'],[': Reallll badddddd it hurts']
"['06/11/16, 07:38']",['- Fruit'],[': Delete that msg first before u read it a thousand times and cry over it']
"['06/11/16, 07:38']",['- Fruit'],[': Or delete the whole convo']
"['06/11/16, 07:39']",['- Jagannath'],[': do it for me']
"['06/11/16, 07:39']",['- Jagannath'],"["": i can't do it""]"
"['06/11/16, 07:39']",['- Jagannath'],[': i wish i can delete everything related to her']
"['06/11/16, 07:39']",['- Jagannath'],[': i thought i could be fine']
"['06/11/16, 07:39']",['- Jagannath'],[': but no']
"['06/11/16, 07:40']",['- Fruit'],[': Okay I will do it the first thing tomorrow']
"['06/11/16, 07:40']",['- Jagannath'],"[': 2 years ra, 2 years. i have to live with this']"
"['06/11/16, 07:40']",['- Jagannath'],[': match ki veltunava?']
"['06/11/16, 07:41']",['- Fruit'],[': No bro']
"['06/11/16, 07:41']",['- Fruit'],[': I told I am not interested']
"['06/11/16, 07:41']",['- Jagannath'],[': enduku?']
"['06/11/16, 07:42']",['- Fruit'],[': Dunno not interested this time']
"['06/11/16, 07:42']",['- Jagannath'],[': okay']
"['06/11/16, 07:42']",['- Jagannath'],"["": we'll do DS together?""]"
"['06/11/16, 07:42']",['- Fruit'],[': Okay']
"['06/11/16, 07:42']",['- Jagannath'],[': can you come home?']
"['06/11/16, 08:00']",['- Fruit'],[': 10:30 varaku puja undi new house ki milk pongistunam']
"['06/11/16, 08:00']",['- Fruit'],[': So i will tell u after that']
"['06/11/16, 08:02']",['- Jagannath'],[': okay bro']
"['06/11/16, 12:14']",['- Fruit'],[': Inka kale Pooja']
"['06/11/16, 12:14']",['- Fruit'],[': Time lagra']
"['06/11/16, 12:24']",['- Jagannath'],[': Ok']
"['06/11/16, 15:16']",['- Fruit'],[': Not possible I think bro']
"['06/11/16, 15:25']",['- Jagannath'],[': ok']
"['06/11/16, 19:04']",['- Jagannath'],[': i was never this scared for even my final exams']
"['06/11/16, 19:57']",['- Fruit'],[': \xf0\x9f\x98\x82']
"['07/11/16, 18:15']",['- Fruit'],[': Aahhaaa']
"['07/11/16, 18:15']",['- Fruit'],[': Dp crazzz aa']
"['07/11/16, 18:15']",['- Jagannath'],"[': vamoo, 5th person to say :p']"
"['07/11/16, 18:15']",['- Jagannath'],[': insta lo pettali inka :p']
"['07/11/16, 18:16']",['- Fruit'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['07/11/16, 18:18']",['- Jagannath'],[': send re fast']
"['07/11/16, 18:19']",['- Fruit'],[': Doing baap']
"['07/11/16, 18:19']",['- Fruit'],[': Will take time']
"['07/11/16, 18:19']",['- Jagannath'],[': print also']
"['07/11/16, 18:19']",['- Fruit'],[': I will send 7 ppts']
"['07/11/16, 18:19']",['- Fruit'],[': Ppt prints aa']
"['07/11/16, 18:20']",['- Jagannath'],[': no bro']
"['07/11/16, 18:20']",['- Jagannath'],[': correct formatted documentation']
"['07/11/16, 18:20']",['- Fruit'],[': Arey Inka send me where to do all adjustment s']
"['07/11/16, 18:20']",['- Jagannath'],[': everything should start on new page']
"['07/11/16, 18:20']",['- Fruit'],[': And program kuda print aa??']
"['07/11/16, 18:20']",['- Jagannath'],[': and intro should be']
"['07/11/16, 18:20']",['- Jagannath'],[': kya boli unun?']
"['07/11/16, 18:20']",['- Fruit'],[': Inka abstract =2']
"['07/11/16, 18:20']",['- Fruit'],[': Intro=1']
"['07/11/16, 18:20']",['- Jagannath'],[': haan']
"['07/11/16, 18:20']",['- Jagannath'],[': intro 1.']
"['07/11/16, 18:20']",['- Jagannath'],[': yus yus']
"['07/11/16, 18:21']",['- Fruit'],[': Okay']
"['07/11/16, 19:33']",['- Fruit'],[': Bro am getting like 10 slides']
"['07/11/16, 19:34']",['- Fruit'],[': 7 done 3 more to go']
"['07/11/16, 19:34']",['- Jagannath'],[': Ok']
"['07/11/16, 19:41']",['- Jagannath'],[': <Media omitted>']
"['07/11/16, 19:51']",['- Fruit'],[': Nen 7 chesa']
"['07/11/16, 19:51']",['- Jagannath'],[': chalu']
"['07/11/16, 19:52']",['- Jagannath'],[': send in mail']
"['07/11/16, 19:52']",['- Fruit'],"[': Can u do 2 slides on Des 3des , rc4 and aes']"
"['07/11/16, 19:52']",['- Jagannath'],[': dafauq are those']
"['07/11/16, 19:52']",['- Fruit'],[': What u wrote in that documentation']
"['07/11/16, 19:52']",['- Jagannath'],[': arre no complicated shit']
"['07/11/16, 19:52']",['- Jagannath'],"["": let's keep it nice and simple""]"
"['07/11/16, 19:52']",['- Fruit'],[': Okay then']
"['07/11/16, 19:52']",['- Jagannath'],[': check snap']
"['07/11/16, 19:53']",['- Fruit'],[': Ok']
"['07/11/16, 20:04']",['- Fruit'],[': Mailed ppy']
"['07/11/16, 20:12']",['- Fruit'],[': ']
"['07/11/16, 21:54']",['- Jagannath'],[': documentation completed edited?']
"['07/11/16, 22:24']",['- Fruit'],[': Yop']
"['07/11/16, 22:24']",['- Fruit'],[': Print done']
"['07/11/16, 22:24']",['- Jagannath'],[': 17 slides chala?']
"['07/11/16, 22:25']",['- Jagannath'],[': dum avutundi']
"['07/11/16, 22:25']",['- Fruit'],[': Mast ekkuva']
"['07/11/16, 22:25']",['- Jagannath'],[': okay']
"['07/11/16, 22:25']",['- Jagannath'],[': on the spot eskundam']
"['07/11/16, 22:38']",['- Fruit'],[': Lol k']
"['07/11/16, 22:39']",['- Jagannath'],[': end to end encryption last ki petta']
"['07/11/16, 22:39']",['- Jagannath'],[': something new to know ani']
"['07/11/16, 22:41']",['- Fruit'],[': Hmm yaa']
"['07/11/16, 22:41']",['- Fruit'],[': Marketing strategy idi telsa']
"['07/11/16, 22:42']",['- Jagannath'],"["": learn about it, if you can, i'll see tomorrow morning""]"
"['07/11/16, 22:42']",['- Fruit'],[': If u r product is not selling then sell everything abt u r product and automatically product will be sold']
"['07/11/16, 22:43']",['- Fruit'],[': Kkkkkkkk']
"['07/11/16, 22:44']",['- Jagannath'],[': \xf0\x9f\x98\x82']
"['07/11/16, 22:44']",['- Jagannath'],"["": I'm tired af""]"
"['07/11/16, 22:45']",['- Fruit'],[': Hmm I know']
"['07/11/16, 22:45']",['- Fruit'],[': U did great job']
"['07/11/16, 22:45']",['- Jagannath'],"["": I'll mail it in the morning""]"
"['07/11/16, 22:45']",['- Jagannath'],[': Bus lo chusko']
"['07/11/16, 22:45']",['- Jagannath'],[': And wear formals']
"['07/11/16, 22:45']",['- Jagannath'],"["": We'll look good""]"
"['07/11/16, 22:54']",['- Fruit'],[': Formals aa']
"['07/11/16, 22:54']",['- Fruit'],[': Chusta']
"['07/11/16, 22:54']",['- Fruit'],"["": I don't think I have""]"
"['07/11/16, 22:55']",['- Fruit'],[': Mom anni shirts iron ichesindi marriage ki']
"['07/11/16, 22:55']",['- Jagannath'],[': Oho']
"['07/11/16, 22:55']",['- Jagannath'],[': Chudu']
"['07/11/16, 22:55']",['- Fruit'],[': Hmm']
"['07/11/16, 22:55']",['- Jagannath'],[': Feels so empty']
"['07/11/16, 22:55']",['- Fruit'],[': Y??']
"['07/11/16, 22:55']",['- Fruit'],[': Em feels ostunai ippudu?']
"['07/11/16, 22:55']",['- Jagannath'],"["": That I can't talk to the person I used to talk 24/7 till last night""]"
"['07/11/16, 22:56']",['- Fruit'],[': Kya hua ejactly tell no']
"['07/11/16, 22:56']",['- Fruit'],[': Not able to understand a bit']
"['07/11/16, 22:57']",['- Jagannath'],[': Arey']
"['07/11/16, 22:57']",['- Jagannath'],[': After she did that to me']
"['07/11/16, 22:57']",['- Jagannath'],"["": I thought it's okay and I'll be fine""]"
"['07/11/16, 22:57']",['- Jagannath'],[': Well be good friends ani']
"['07/11/16, 22:57']",['- Jagannath'],[': Kani I started feeling so bad whenever I saw her with someone else and all']
"['07/11/16, 22:57']",['- Jagannath'],[': I thought time will heal it']
"['07/11/16, 22:57']",['- Jagannath'],[': But it kept getting worse']
"['07/11/16, 22:58']",['- Jagannath'],"["": I thought I'll wait till my birthday""]"
"['07/11/16, 22:58']",['- Jagannath'],[': Kani last to last night']
"['07/11/16, 22:58']",['- Jagannath'],[': Edo topic vachi']
"['07/11/16, 22:58']",['- Jagannath'],[': I said idk what happened to you']
"['07/11/16, 22:58']",['- Jagannath'],"["": But what you're doing isn't helping""]"
"['07/11/16, 22:58']",['- Jagannath'],[': This message was meant for her to heal her past']
"['07/11/16, 22:59']",['- Jagannath'],[': Like she keeps getting sad']
"['07/11/16, 22:59']",['- Jagannath'],[': Kani she understood in another way']
"['07/11/16, 22:59']",['- Jagannath'],[': She thought it was about me']
"['07/11/16, 22:59']",['- Jagannath'],"["": So I thought now that the  topic came I'll just tell it""]"
"['07/11/16, 22:59']",['- Jagannath'],"["": I told I can't get over her""]"
"['07/11/16, 22:59']",['- Jagannath'],"["": She was like it's my fault ill do anything to fix it""]"
"['07/11/16, 23:00']",['- Jagannath'],[': The only way is me Walking away']
"['07/11/16, 23:00']",['- Fruit'],"["": Ohh I don't know how to react""]"
"['07/11/16, 23:00']",['- Jagannath'],[': But same class for next 2 years']
"['07/11/16, 23:01']",['- Jagannath'],"["": Even now she's like I like you but we can't do this""]"
"['07/11/16, 23:01']",['- Jagannath'],[': Like seriously wtf']
"['07/11/16, 23:01']",['- Fruit'],[': Hmm']
"['07/11/16, 23:01']",['- Fruit'],[': I have never been in that position but what I can tell is']
"['07/11/16, 23:02']",['- Jagannath'],[': _fuck it_']
"['07/11/16, 23:02']",['- Fruit'],[': No what generally happens is when u come back to his senses']
"['07/11/16, 23:02']",['- Fruit'],[': Your']
"['07/11/16, 23:03']",['- Fruit'],[': You go talk properly and talk what is practical']
"['07/11/16, 23:03']",['- Jagannath'],"["": Maybe I'll""]"
"['07/11/16, 23:03']",['- Jagannath'],[': Today after lab she tried talking to me']
